file,line,classification,note,sentence,replacement
"src/lib/data/answers/hotel-franchise-costs/hub.ts","213","OK","","Matthews Hotel Markets' September 2026 rate sheet records Prime at 7.00% effective September 17, 2026 and the SBA 7(a) maximum allowable rate at 10.00%, the indexes a loan for a franchise fee, a PIP or a conversion is priced against.[10]",""
"src/lib/data/answers/hotel-franchise-costs/hub.ts","323","OK","","Matthews Hotel Markets September 2026 rate sheet",""
"src/lib/data/answers/hotel-franchise-costs/hub.ts","325","OK","","Matthews Hotel Markets",""
"src/lib/data/answers/hotel-franchise-costs/hub.ts","405","OK","","Matthews Hotel Markets sells and finances franchised hotels, so we read these disclosure documents alongside owners and buyers.",""
"src/lib/data/answers/hotel-franchise-costs/hyatt-place.ts","99","OK","","Matthews Hotel Markets' September 2026 rate sheet records Prime at 7.00% effective September 17, 2026 and the SBA 7(a) maximum allowable rate at 10.00%, the indexes a loan for an application fee, a PIP or a conversion is priced against.[2]",""
"src/lib/data/answers/hotel-franchise-costs/hyatt-place.ts","145","OK","","Matthews Hotel Markets September 2026 rate sheet",""
"src/lib/data/answers/hotel-franchise-costs/hyatt-place.ts","147","OK","","Matthews Hotel Markets",""
"src/lib/data/answers/hotel-franchise-costs/hyatt-place.ts","175","OK","","Matthews Hotel Markets sells and finances franchised hotels, so we read these disclosure documents alongside owners and buyers.",""
"src/lib/data/answers/hotel-franchise-costs/la-quinta.ts","101","OK","","Matthews Hotel Markets' September 2026 rate sheet records Prime at 7.00% effective September 17, 2026 and the SBA 7(a) maximum allowable rate at 10.00%, the indexes a loan for a relicense fee, a PIP or a conversion is priced against.[2]",""
"src/lib/data/answers/hotel-franchise-costs/la-quinta.ts","147","OK","","Matthews Hotel Markets September 2026 rate sheet",""
"src/lib/data/answers/hotel-franchise-costs/la-quinta.ts","149","OK","","Matthews Hotel Markets",""
"src/lib/data/answers/hotel-franchise-costs/la-quinta.ts","177","OK","","Matthews Hotel Markets sells and finances franchised hotels, so we read these disclosure documents alongside owners and buyers.",""
"src/lib/data/answers/hotel-franchise-costs/spark-by-hilton.ts","68","OK","","Item 7 total: $3,251,531 to $5,906,193 for a 100-room conversion, which is about $32,500 to $59,100 per room by our arithmetic.",""
"src/lib/data/answers/hotel-franchise-costs/spark-by-hilton.ts","78","OK","","The division is ours.",""
"src/lib/data/answers/hotel-franchise-costs/super-8.ts","100","OK","","Matthews Hotel Markets' September 2026 rate sheet records Prime at 7.00% effective September 17, 2026 and the SBA 7(a) maximum allowable rate at 10.00%, the indexes a loan for a relicense fee, a PIP or a conversion is priced against.[2]",""
"src/lib/data/answers/hotel-franchise-costs/super-8.ts","146","OK","","Matthews Hotel Markets September 2026 rate sheet",""
"src/lib/data/answers/hotel-franchise-costs/super-8.ts","148","OK","","Matthews Hotel Markets",""
"src/lib/data/answers/hotel-franchise-costs/super-8.ts","176","OK","","Matthews Hotel Markets sells and finances franchised hotels, so we read these disclosure documents alongside owners and buyers.",""
"src/lib/data/answers/hotel-franchise-costs/tapestry-collection.ts","68","OK","","Item 7 total: $2,861,047 to $70,253,147 for 125 rooms, which is about $22,900 to $562,000 per room by our arithmetic.",""
"src/lib/data/answers/hotel-franchise-costs/tapestry-collection.ts","88","OK","","The division is ours.",""
"src/lib/data/answers/hotel-franchise-costs/tapestry-collection.ts","93","OK","","Hilton writes: ""We do not make any representations about a franchisee's future financial performance or the past financial performance of company-owned or franchised outlets"" (Item 19, p. 92).[1] That differs from Hilton's 2026 FDDs for brands such as [Hampton](/hotel-franchise-costs/hampton-inn) and [DoubleTree](/hotel-franchise-costs/doubletree), which report room rate, occupancy, RevPAR and RevPAR index for comparable hotels.",""
"src/lib/data/answers/hotel-franchise-costs/tru-by-hilton.ts","68","OK","","Item 7 total: $14,258,164 to $20,659,558 for 98 rooms, which is about $145,500 to $210,800 per room by our arithmetic, before land.[1]",""
"src/lib/data/answers/hotel-franchise-costs/tru-by-hilton.ts","88","OK","","The division is ours.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","48","OK","","STR has also said that all independent, non-branded hotels are categorized in a single, separate chain scale category.[1] The STR statement we cite is from 2009, and we could not open STR's current methodology page or its current brand list, which sit on CoStar's site.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","48","OK","","The documents we did read give no rate cutoffs between tiers, so we publish none.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","62","OK","","STR's full brand-by-scale list is a licensed product that we do not reproduce, but public 10-K filings give examples for each tier.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","67","OK","","In 2026 the top of the market is growing and the bottom is not, according to every public forecast we read.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","73","OK","","The total pipeline was 5,975 projects with 703,001 rooms, so those two tiers were 59 percent of projects by our arithmetic.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","78","OK","","The Matthews Hotel Index for Q1 2026 shows stabilized select-service cap rates of 7.5 to 8.25 percent in Austin, against 7.0 to 8.0 percent for full-service and 6.5 to 7.75 percent for resort and lifestyle hotels.[12] Lenders sort the same way, though none publishes its terms by tier.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","101","OK","","The Matthews Hotel Index for Q1 2026 shows segment changing price inside one city: Austin select-service cap rates of 7.5% to 8.25%, full-service of 7.0% to 8.0%, and resort and lifestyle of 6.5% to 7.75%.[12]",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","105","OK","","The documents we read give no rate cutoffs, so the dollar figures below are illustration only.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","110","OK","","Upper midscale, according to the brand examples in Choice Hotels' fiscal 2025 10-K, which lists Hampton by Hilton alongside Holiday Inn Express, Fairfield Inn and Comfort Inn.[3] STR's own current list is licensed and we do not reproduce it.",""
"src/lib/data/answers/hotel-industry/chain-scales-and-classes.ts","171","OK","","Matthews Hotel Markets publishes cap-rate ranges by segment in the Matthews Hotel Index, because the tier a hotel sits in changes its price.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","32","OK","","The percentages are our arithmetic on their reported dollars.[1][2]",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","42","OK","","For 2025 it reported room revenue of $1,278.4 million, food and beverage revenue of $65.7 million and other revenue of $68.3 million, for a total of $1,412.4 million.[1] By our arithmetic that is 90.5 percent rooms, 4.7 percent food and beverage and 4.8 percent other.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","47","OK","","Food and beverage expenses were $1,224 million against $1,803 million of revenue, so that department kept about 32.1 percent.[2] Those two percentages are our arithmetic on Host's reported figures, and they are departmental margins, before any of the hotel's overhead.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","57","OK","","Property taxes, insurance and other came to $89.7 million.[1] The table below shows each as a share of revenue, which is our arithmetic.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","57","OK","","We cannot tell from the release which brand charges sit in the franchise fee line and which sit in other lines, so read 4.9 percent as the size of that line and not as the full cost of the flags.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","76","OK","","Apple Hospitality REIT, full-year 2025: hotel revenue and expense lines as reported, with each line's share of total revenue (our arithmetic)",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","101","OK","","Matthews Hotel Markets' September 2026 rate sheet shows what hotel income has to cover: with the 10-year Treasury at 4.94% on September 17, 2026 and the SBA 7(a) maximum at 10.00%, debt service takes a large share of the third of revenue a select-service hotel keeps at the property level.[7]",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","105","OK","","We use that RevPAR only to have a starting number.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","114","OK","","Its rooms department kept about 75 percent.[2] Both percentages are our arithmetic on Host's figures.",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","155","OK","","Have us look at your hotel's statement",""
"src/lib/data/answers/hotel-industry/how-hotels-make-money.ts","158","OK","","Matthews Hotel Markets sells and finances hotels, and the statement format on this page is the one buyers and lenders underwrite.",""
"src/lib/data/answers/hotel-industry/hub.ts","36","OK","","We publish both and blend neither.[14][15]",""
"src/lib/data/answers/hotel-industry/hub.ts","67","OK","","CoStar and Tourism Economics started 2026 forecasting RevPAR growth of 0.6 percent and, on August 7, 2026, raised it to 4.4 percent, with 2.1 percent for 2027.[14] CBRE's midyear review has 2.5 percent for 2026 and 2.1 percent for 2027.[15] We set the public forecasts side by side with their dates at [What is the outlook for hotels in 2026 and 2027?](/hotel-industry/outlook-2026-2027).",""
"src/lib/data/answers/hotel-industry/hub.ts","67","OK","","We do not average them into a forecast of our own.",""
"src/lib/data/answers/hotel-industry/hub.ts","72","OK","","The Matthews Hotel Index for Q1 2026 puts stabilized select-service cap rates at 7.5 to 8.25 percent in Austin, for example.[17] A lender tests the same income against debt service at current rates.",""
"src/lib/data/answers/hotel-industry/hub.ts","77","OK","","AAHOA, the owners' association, says its members own 36,807 U.S. hotels, which it puts at 60 percent of the country's hotels, citing a study it commissioned from Oxford Economics.[8] AHLA says 57 percent of U.S. hotels are franchised and projected 36,173 franchised hotels for 2024.[9] Both are trade-association figures and we attribute them that way.",""
"src/lib/data/answers/hotel-industry/hub.ts","133","OK","","The Matthews Hotel Index for Q1 2026 shows how far a single market sits from the national average: Austin at about 70 percent occupancy with RevPAR between $95 and $165 depending on segment, against the 62.3 percent and $100.02 CoStar reported for the whole country in 2025.[17][1]",""
"src/lib/data/answers/hotel-industry/hub.ts","162","OK","","Yes, by every public forecast we read.",""
"src/lib/data/answers/hotel-industry/hub.ts","209","OK","","Ask us about your hotel",""
"src/lib/data/answers/hotel-industry/hub.ts","212","OK","","Matthews Hotel Markets sells and finances hotels.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","37","OK","","AAHOA's and AHLA's own figures imply a little over 60,000 hotels, by our arithmetic.[3][4]",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","44","OK","","That inference is ours.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","44","OK","","We reuse AHLA's figures from our [hotel financing statistics](/data/hotel-financing-statistics) page, where each carries its source date and the date we last read it.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","49","OK","","BLS's 2025 occupation data for the subsector lists 420,800 maids and housekeeping cleaners, 247,700 hotel desk clerks and 38,100 lodging managers.[2] We read the public BLS industry page for NAICS 721 and quote only what it shows for the subsector as a whole.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","49","OK","","We do not quote a separate figure for hotels and motels, NAICS 7211, because we did not read one.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","59","OK","","AAHOA says its members own 36,807 hotels and that this is 60 percent of U.S. hotels, which implies about 61,300 in total.[3] AHLA says 57 percent of U.S. hotels are franchised and projected 36,173 franchised hotels for 2024, which implies about 63,500.[4] Both totals are our arithmetic on rounded percentages, so treat them as rough.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","63","OK","","No public primary source we could open states a current U.S. room count, and the published pipeline figures imply something between 5.5 and 6.0 million rooms.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","64","OK","","That is our arithmetic and not a figure Lodging Econometrics published.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","64","OK","","AAHOA separately says its members' hotels, which it puts at 60 percent of all hotels, hold 3.2 million guestrooms.[3] We had one room-night figure on this site before and removed it because we could not find it in AHLA's public release.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","64","OK","","The same rule applies here: if the count is not in a public document we read, it does not go on the page.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","74","OK","","CBRE's midyear 2026 outlook projects inventory growth of 0.7 percent a year over the next three years and says construction has declined for 15 consecutive months.[11] We set the forecasts side by side at [What is the outlook for hotels in 2026 and 2027?](/hotel-industry/outlook-2026-2027).",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","106","OK","","Matthews Hotel Markets' September 2026 rate sheet prices the debt behind all of this: the 10-year Treasury at 4.94% on September 17, 2026, SOFR at 3.85%, and the 25-year SBA 504 debenture at 6.54%.[13]",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","110","OK","","The conclusion is our inference, and it is labeled as one.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","115","OK","","AHLA forecasts nearly $805 billion of hotel guest spending for 2026.[1] By our arithmetic on public figures, hotel room revenue is roughly $200 billion to $220 billion a year.[5][6]",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","119","OK","","AAHOA's and AHLA's published figures imply about 61,300 to 63,500 hotels, by our arithmetic.[3][4] BLS counts 78,789 accommodation establishments, a wider category that includes RV parks and rooming houses.[2]",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","123","OK","","We found no public primary source that states it.",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","123","OK","","Lodging Econometrics' statement that 74,820 new rooms equals 1.3 percent growth implies roughly 5.5 to 6.0 million existing rooms, by our arithmetic.[5]",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","173","OK","","Ask us about your market",""
"src/lib/data/answers/hotel-industry/industry-size-2026.ts","176","OK","","Matthews Hotel Markets keeps a dated, sourced list of hotel finance figures and removes any figure it cannot trace to a public document.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","31","OK","","RevPAR growth of 4.4 percent for 2026 and 2.1 percent for 2027.[1] CBRE's midyear 2026 review forecasts 2.5 percent and 2.1 percent.[2] PwC's May 2026 edition forecasts 2.9 percent for 2026.[3] We publish them side by side and do not blend them.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","43","OK","","CoStar reported 2025 occupancy of 62.3 percent, ADR of $160.54 and RevPAR of $100.02, with RevPAR down 0.3 percent on 2024.[7] We read the CoStar and PwC figures where trade publications carried them, and the source list says so.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","48","OK","","GDP growth of 2.6 percent in 2027 against 2.2 percent in 2026, and inflation of 2.3 percent.[1][6] CBRE projects 2027 occupancy of 63.0 percent and ADR growth of 1.7 percent.[2] The PwC summary we read does not state a 2027 figure, so the table leaves it blank.[3] The two 2.1 percent figures were published weeks apart and rest on different 2026 bases, so they do not describe the same 2027 RevPAR in dollars.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","58","OK","","We do not pick a winner and we do not average them.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","58","OK","","Our [hotel financing statistics](/data/hotel-financing-statistics) page carries these forecasts with their dates for the same reason.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","87","OK","","Where a cell says not stated, the summary we read did not give the figure",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","112","OK","","Matthews Hotel Markets' September 2026 rate sheet is the other half of the outlook: the 10-year Treasury at 4.94% on September 17, 2026 and SOFR at 3.85%, the day after the Federal Reserve raised its target range by 25 basis points.[13][12]",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","116","OK","","That share is our assumption for illustration.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","116","OK","","At an 8.0 percent cap rate, which sits inside the 7.5 to 8.25 percent range the Matthews Hotel Index shows for Austin select-service hotels,[14] $34,675 of income is worth about $433,000 of value.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","116","OK","","That is why we show the forecasts side by side and ask which one a given underwriting follows.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","136","OK","","Does Matthews Hotel Markets publish its own hotel forecast?",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","137","OK","","We publish other firms' public forecasts with their dates and do not blend them.",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","137","OK","","Our own published data are the rate sheet and the Matthews Hotel Index, which report current conditions.[13][14]",""
"src/lib/data/answers/hotel-industry/outlook-2026-2027.ts","189","OK","","Matthews Hotel Markets publishes other firms' forecasts with their dates and keeps its own published data to current rates and current market ranges.",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","47","OK","","Hilton's 10-K counts 8,239 franchised or licensed properties out of 9,158 at December 31, 2025, which is 90 percent by our arithmetic.[1] Marriott reports 7,644 franchised, licensed and other properties out of 9,805 at year-end 2025.[2] AHLA says 57 percent of all U.S. hotels are franchised.[11] A guest sees one brand.",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","51","OK","","Hotel franchise fees are a percentage of rooms revenue, and the two published schedules we read that state both parts, the royalty and the marketing or program fee, add up to between 7 and 10 percent.",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","57","OK","","Apple Hospitality REIT reported management fees of $47.1 million on total revenue of $1,412.4 million for 2025, which is 3.3 percent by our arithmetic.[6] Host Hotels & Resorts reported management fees of $262 million on $6,015 million of hotel revenue, about 4.4 percent.[7] Those are blended figures across many contracts, base and incentive fees together, so treat them as evidence of scale and not as a quote.",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","124","OK","","Matthews Hotel Markets' September 2026 rate sheet records that no lender type publishes its spread, coverage floor or loan-to-value ceiling, so the fees above are some of the few hard numbers in a hotel loan file: they come off revenue before debt service priced over a 10-year Treasury of 4.94% on September 17, 2026.[10]",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","128","OK","","Royalty: 6 percent of gross rooms revenue is $300,000.[3] Program fee: 4 percent of gross rooms revenue is $200,000.[3] Management fee: we use 3.3 percent of total revenue, the share Apple Hospitality REIT's management fees came to in 2025,[6] which gives $178,200.",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","141","OK","","Public owners report what they paid: Apple Hospitality REIT's 2025 management fees were 3.3 percent of its revenue and Host Hotels & Resorts' were about 4.4 percent, by our arithmetic on their reported figures.[6][7]",""
"src/lib/data/answers/hotel-industry/owner-franchisor-management-company.ts","185","OK","","Matthews Hotel Markets sells and finances hotels, and the franchise and management agreements are part of every one of those files.",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","33","OK","","The latest monthly figures we read are for July 2026: 69.7 percent occupancy, $171.74 ADR and $119.77 RevPAR, up 2.3, 5.7 and 8.2 percent on the year.[2]",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","56","OK","","The latest full year is 2025, at 62.3 percent, $160.54 and $100.02, and the latest month we read is July 2026, at 69.7 percent, $171.74 and $119.77.[1][2]",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","57","OK","","We read the full-year figures in Hotel Dive's report of January 22, 2026 and the July figures in Hotel Online's report of August 26, 2026, not on CoStar's own site, and we cite what we read.[1][2] In July, 22 of the top 25 markets posted RevPAR growth.[2] For the year ahead, CoStar and Tourism Economics forecast occupancy of 63.1 percent for 2026 and 63.4 percent for 2027, as of August 7, 2026.[7] The competing forecasts are set side by side at [What is the outlook for hotels in 2026 and 2027?](/hotel-industry/outlook-2026-2027).",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","77","OK","","Market-level ranges for the 14 markets we cover are in the Matthews Hotel Index.[9]",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","101","OK","","The Matthews Hotel Index for Q1 2026 shows how much the market sets the number: Dallas at about 68 percent occupancy with RevPAR of $90 to $130, and Charleston at about 73 percent with RevPAR of $125 to $220, depending on segment.[9]",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","130","OK","","National figures appear in CoStar's public monthly releases.[2] Our Matthews Hotel Index publishes ranges for 14 markets.[9]",""
"src/lib/data/answers/hotel-industry/revpar-adr-occupancy.ts","162","OK","","Matthews Hotel Markets publishes market-level ADR, RevPAR and occupancy ranges each quarter in the Matthews Hotel Index.",""
"src/lib/data/answers/hotel-industry/sources.ts","162","OK","","Matthews Hotel Markets September 2026 rate sheet",""
"src/lib/data/answers/hotel-industry/sources.ts","164","OK","","Matthews Hotel Markets",""
"src/lib/data/answers/hotel-industry/sources.ts","167","OK","","Matthews Hotel Index, Q1 2026",""
"src/lib/data/answers/hotel-industry/sources.ts","169","OK","","Matthews Hotel Markets (first-party)",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","42","OK","","We attribute every figure below to whoever published it.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","47","OK","","It is a trade association's figure about its own members, produced by a firm it hired, and we have not seen the underlying census.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","47","OK","","By our arithmetic, 3.2 million rooms across 36,807 hotels is an average of about 87 rooms a hotel, which tells you the membership is weighted to smaller select-service and economy properties.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","62","OK","","Host Hotels & Resorts, which calls itself the largest lodging REIT, owns 71 properties in the United States and five abroad with about 41,700 rooms.[7] Apple Hospitality REIT owns 217 hotels with 29,583 guest rooms across 37 states and the District of Columbia.[8] By our arithmetic that is about 549 rooms per Host property and 136 per Apple Hospitality hotel, against about 87 for the average AAHOA member hotel.[1] Together the two REITs own 293 hotels.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","66","OK","","It is the one buyer-type share in the public summary we read.[11]",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","72","OK","","AAHOA's 36,807 hotels at 60 percent implies about 61,300 hotels in total.[1] AHLA's 36,173 franchised hotels at 57 percent implies about 63,500.[3] Both are our arithmetic on the associations' own figures.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","72","OK","","The Bureau of Labor Statistics counts 78,789 private establishments in the accommodation subsector in the first quarter of 2026, a preliminary figure, but that subsector also includes RV parks, recreational camps and rooming houses.[13] The count most of the industry uses is STR's census, which is a licensed product, so we do not reproduce it.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","103","OK","","The Matthews Hotel Index for Q1 2026 prices the segment most private owners hold: stabilized select-service cap rates of 7.5% to 8.25% in Austin, against 7.0% to 8.0% for full-service hotels in the same market.[15]",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","120","OK","","Host Hotels & Resorts describes itself as the largest lodging REIT, with 76 properties and about 41,700 rooms.[7] By hotel count, Apple Hospitality REIT is larger with 217 hotels.[8] We do not publish a ranking of private owners, because no public source supports one.",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","128","OK","","AAHOA's and AHLA's own figures imply roughly 61,300 to 63,500 hotels, by our arithmetic.[1][3] The Bureau of Labor Statistics counts 78,789 accommodation establishments, which includes RV parks and rooming houses.[13]",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","132","OK","","Host averages about 549 rooms a property, by our arithmetic.[7] A REIT must also lease each hotel to a taxable subsidiary and hire an eligible independent contractor to run it.[12]",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","173","OK","","Talk to us about your hotel",""
"src/lib/data/answers/hotel-industry/who-owns-hotels.ts","176","OK","","Matthews Hotel Markets sells and finances hotels for their owners, and this page is the public record of who those owners are.",""
"src/lib/data/answers/hotel-valuation/appraisal-lower-than-expected.ts","50","OK","","HVS wrote in April 2026 that U.S. hotel transactions averaged an 8.2 percent cap rate in 2025, that a normal rate for a stabilized or near-stabilized hotel remains near 8.0 to 8.5 percent, and that prevalent discount rates are 10 to 11 percent.[2] HVS also warned readers to be wary of valuations that use aggressively low exit cap rates and discount rates, and said an exit cap rate of 6 to 7 percent in a low-barriers market for a typical limited-service, select-service or full-service hotel should flash yellow lights.[2] The Matthews Hotel Index for Q1 2026 puts select-service at 7.50 to 8.75 percent across 14 markets.[6] An owner who capitalized at the rate from a 2021 purchase will see a lower number from any appraiser working from current evidence.",""
"src/lib/data/answers/hotel-valuation/appraisal-lower-than-expected.ts","118","OK","","The Matthews Hotel Index for Q1 2026, published by Matthews Hotel Markets, puts select-service cap rates at 7.50 to 8.75 percent and full-service at 6.50 to 8.25 percent across 14 markets.",""
"src/lib/data/answers/hotel-valuation/appraisal-lower-than-expected.ts","192","OK","","Matthews Hotel Index, Q1 2026",""
"src/lib/data/answers/hotel-valuation/appraisal-lower-than-expected.ts","194","OK","","Matthews Hotel Markets (first-party)",""
"src/lib/data/answers/hotel-valuation/appraisal-lower-than-expected.ts","235","OK","","Matthews Hotel Markets is a brokerage, not an appraiser.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","31","OK","","The Matthews Hotel Index for Q1 2026 puts select-service cap rates at 7.50 to 8.75 percent across 14 markets.[1]",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","37","OK","","We do not publish comparable sales by brand.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","57","OK","","Start with the select-service band for your market in the Matthews Hotel Index, then move within it for franchise term, PIP status and supply.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","68","OK","","So this page gives the method, the public fee facts and our own index band.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","103","OK","","The Matthews Hotel Index for Q1 2026, published by Matthews Hotel Markets, puts select-service cap rates at 7.50 to 8.75 percent across the 14 markets we cover, for stabilized, PIP-current hotels.[1]",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","112","OK","","The Matthews Hotel Index shows select-service at 7.50 to 8.75 percent for Q1 2026.[1] Without your financials, any single figure is a guess.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","116","OK","","We do not publish brand rankings or brand-level comps.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","128","OK","","The band for your market in the Matthews Hotel Index, 7.50 to 8.75 percent across 14 markets in Q1 2026,[1] adjusted for franchise term, PIP status and supply.",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","142","OK","","Matthews Hotel Index, Q1 2026",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","144","OK","","Matthews Hotel Markets (first-party)",""
"src/lib/data/answers/hotel-valuation/branded-select-service-hotel-value.ts","199","OK","","Matthews Hotel Markets values branded select-service hotels from the owner's own financials and the Matthews Hotel Index band, not from the name on the sign.",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","33","CHECK","experience claim, no number: confirm the team actually observes this","In our practice, a BOV takes two to four weeks and carries no fee, because the broker is competing for the listing.",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","56","OK","","Every Matthews Hotel Markets BOV is built off the Matthews Hotel Index cap-rate band for the asset's segment and market, currently Q1 2026.[6] A BOV that hands an owner a single number with no comps and no stated cap rate is not an opinion an owner can evaluate; it is a guess dressed up as one.",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","60","CHECK","experience claim, no number: confirm the team actually observes this","In our practice, a BOV carries no fee and takes two to four weeks.",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","115","CHECK","experience claim, no number: confirm the team actually observes this","2 to 4 weeks in our practice",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","117","OK","","Weeks 1 to 2 in our playbook[7]",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","136","OK","","Every Matthews Hotel Markets BOV is built off the Matthews Hotel Index cap-rate band for the asset's segment and market, currently Q1 2026.[6]",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","157","CHECK","experience claim, no number: confirm the team actually observes this","In our practice, two to four weeks from the date the owner shares trailing financials, current STAR data and PIP status.",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","214","OK","","Matthews Hotel Index, Q1 2026",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","216","OK","","Matthews Hotel Markets (first-party)",""
"src/lib/data/answers/hotel-valuation/broker-opinion-of-value.ts","250","OK","","Matthews Hotel Markets produces broker opinions of value at no cost, built from the Matthews Hotel Index and named comparable sales.",""
